2015-12-31,17590.660156,17590.660156,17421.160156,17425.029297,93690000,17425.029297,1A
2015-12-30,17711.939453,17714.130859,17588.869141,17603.869141,59760000,17603.869141,2A
2015-12-29,17547.369141,17750.019531,17547.369141,17720.980469,69860000,17720.980469,3A
2015-12-28,17535.660156,17536.900391,17437.339844,17528.269531,59770000,17528.269531,4A
2015-12-24,17593.259766,17606.339844,17543.949219,17552.169922,40350000,17552.169922,5A
2015-12-23,17427.630859,17607.919922,17427.630859,17602.609375,92820000,17602.609375,6A
2015-12-22,17253.550781,17451.109375,17242.859375,17417.269531,91570000,17417.269531,7A
2015-12-21,17154.939453,17272.359375,17116.730469,17251.619141,114910000,17251.619141,8A
2015-12-18,17495.039062,17496.580078,17124.310547,17128.550781,344560000,17128.550781,9A
2015-12-17,17756.539062,17796.759766,17493.5,17495.839844,115780000,17495.839844,10A
2015-12-16,17530.849609,17784.359375,17483.679688,17749.089844,123790000,17749.089844,11A
2015-12-15,17374.779297,17627.630859,17341.179688,17524.910156,123430000,17524.910156,12A
2015-12-14,17277.109375,17378.019531,17138.470703,17368.5,142540000,17368.5,13A
2015-12-11,17574.75,17574.75,17230.5,17265.210938,134510000,17265.210938,14A
2015-12-10,17493.169922,17697.740234,17474.660156,17574.75,107310000,17574.75,15A
2015-12-09,17558.179688,17767.689453,17403.509766,17492.300781,122020000,17492.300781,16A
2015-12-08,17703.990234,17703.990234,17485.390625,17568,113720000,17568,17A
2015-12-07,17845.490234,17845.490234,17639.25,17730.509766,99670000,17730.509766,18A
2015-12-04,17482.679688,17866.470703,17482.679688,17847.630859,137650000,17847.630859,19A
2015-12-03,17741.570312,17780.589844,17425.560547,17477.669922,126990000,17477.669922,20A
2015-12-02,17883.140625,17901.580078,17708.199219,17729.679688,102860000,17729.679688,21A
2015-12-01,17719.720703,17895.5,17719.720703,17888.349609,103880000,17888.349609,22A
2015-11-30,17802.839844,17837.240234,17719.789062,17719.919922,155560000,17719.919922,23A
2015-11-27,17806.039062,17830.359375,17749.320312,17813.390625,82540000,17813.390625,24A
2015-11-25,17820.810547,17854.919922,17801.830078,17813.390625,82540000,17813.390625,25A
2015-11-24,17770.900391,17862.599609,17683.509766,17812.189453,127170000,17812.189453,26A
2015-11-23,17823.609375,17868.179688,17751.529297,17792.679688,134680000,17792.679688,27A
2015-11-20,17732.75,17914.339844,17732.75,17823.810547,153140000,17823.810547,28A
2015-11-19,17739.830078,17772.970703,17681.980469,17732.75,114630000,17732.75,29A
2015-11-18,17485.490234,17752.160156,17485.490234,17737.160156,106810000,17737.160156,30A
2015-11-17,17486.990234,17599.330078,17451.410156,17489.5,167190000,17489.5,31A
2015-11-16,17229.939453,17483.009766,17210.429688,17483.009766,137590000,17483.009766,32A
2015-11-13,17439.25,17439.25,17238.890625,17245.240234,134640000,17245.240234,33A
2015-11-12,17691.929688,17691.929688,17443.5,17448.070312,113660000,17448.070312,34A
2015-11-11,17769.5,17807.179688,17696.910156,17702.220703,95230000,17702.220703,35A
2015-11-10,17724.130859,17768.660156,17657.720703,17758.210938,108640000,17758.210938,36A
